movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Zoolander 2,2016-02-05,"Action,Adventure,Comedy",101.0,Ben Stiller,"producer,actor,director",1965,alive,4.7,71835.0,3.7349837460414017,50000000,28848693,55348693
Rough Night,2017-06-14,Comedy,101.0,Lucia Aniello,"producer,writer,director",1983,alive,5.2,53248.0,4.031794764169764,20000000,22105643,46844357
A Streetcar Named Desire,1951-09-18,Drama,122.0,Elia Kazan,"director,writer,producer",1909,2003,7.9,109703.0,6.613808477756228,1800000,8000000,8006845
Flyboys,2006-09-22,"Action,Drama,History",140.0,Tony Bill,"actor,director,producer",1940,alive,6.5,43296.0,4.973753208130518,60000000,13090630,14816379
Hard Rain,1998-01-16,"Action,Crime,Drama",97.0,Mikael Salomon,"director,cinematographer,producer",\N,alive,5.9,35988.0,4.422215879975897,70000000,19870567,19870567
Harry Potter and the Prisoner of Azkaban,2004-05-31,"Adventure,Family,Fantasy",142.0,Alfonso Cuarón,"writer,producer,director",1961,alive,7.9,642336.0,7.641059944376835,130000000,249757726,789592708
My Baby's Daddy,2004-01-09,Comedy,86.0,Cheryl Dunye,"director,producer,writer",1966,alive,4.5,3798.0,2.5970740225636324,12000000,17321573,17322212
Casino Royale,1967-04-28,Comedy,131.0,-,-,-,-,5.0,30758.0,3.6697616025052007,12000000,22744718,41744718
Secretariat,2010-10-08,"Biography,Drama,Family",123.0,Randall Wallace,"writer,producer,director",1949,alive,7.2,29112.0,5.313325853780526,35000000,59699513,60376247
The Crying Game,1992-11-25,"Crime,Drama,Romance",112.0,Neil Jordan,"writer,producer,director",1950,alive,7.2,56713.0,5.666585029970871,4000000,62546695,62546695
Fantasia,1940-11-13,"Animation,Family,Fantasy",124.0,-,-,-,-,7.7,98329.0,6.381021960649208,2280000,83320000,83320832
The Eye,2008-02-01,"Horror,Mystery",98.0,-,-,-,-,5.4,54302.0,4.1997216465005645,12000000,31418697,57577765
John Wick,2014-10-24,"Action,Crime,Thriller",101.0,-,-,-,-,7.4,642374.0,7.149137164199121,30000000,43037835,76010510
300: Rise of an Empire,2014-03-07,"Action,Drama",102.0,Noam Murro,"director,producer",1961,alive,6.2,304662.0,5.6281551515588815,110000000,106580051,330780051
City of Ember,2008-10-10,"Adventure,Drama,Family",90.0,Gil Kenan,"director,writer,producer",1976,alive,6.4,67133.0,5.101741319282995,38000000,7873007,17831558
Rounders,1998-09-11,"Crime,Drama",121.0,John Dahl,"director,art_department,writer",1956,alive,7.3,153624.0,6.282339392518402,12000000,22921898,22921898
Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,"Comedy,Family",100.0,David Bowers,"animation_department,director,writer",\N,alive,6.5,32779.0,4.840672837709215,18000000,52698535,73695194
Up in the Air,2009-12-04,"Comedy,Drama,Romance",109.0,Jason Reitman,"producer,director,writer",1977,alive,7.4,339244.0,6.801528823617645,25000000,83823381,166842739
Sands of Iwo Jima,1949-12-14,"Action,Drama,Romance",100.0,Allan Dwan,"director,writer,producer",1885,1981,7.0,10755.0,4.6492194383544,1000000,7800000,7803339
Twilight,1998-03-06,"Crime,Drama,Mystery",94.0,Robert Benton,"writer,director,producer",1932,alive,6.2,13385.0,4.202606489543127,20000000,15055091,15055091
X-Men,2000-07-14,"Action,Adventure,Sci-Fi",104.0,Bryan Singer,"producer,director,actor",1965,alive,7.3,620743.0,7.03234821565429,75000000,157299717,296872367
Sherrybaby,2006-09-08,Drama,96.0,Laurie Collyer,"director,writer,assistant_director",1967,alive,6.6,11881.0,4.424367300952997,2000000,199176,759504
Can't Stop the Music,1980-06-20,"Biography,Comedy,Musical",124.0,Nancy Walker,"actress,director,soundtrack",1922,1992,4.2,4223.0,2.4479247865455838,20000000,2000000,2000000
The Family Stone,2005-12-16,"Comedy,Drama,Romance",103.0,Thomas Bezucha,"director,writer,producer",1964,alive,6.3,70334.0,5.041557504813517,18000000,60062868,92357499
Madea's Family Reunion,2006-02-24,"Comedy,Drama,Romance",107.0,Tyler Perry,"director,writer,producer",1969,alive,5.2,11618.0,3.4493372077642763,10000000,63257940,63320521
Requiem for a Dream,2000-10-06,Drama,102.0,Darren Aronofsky,"producer,writer,director",1969,alive,8.3,848849.0,8.204861200865546,4500000,3635482,7389233
To Die For,1995-09-27,"Comedy,Crime,Drama",106.0,Gus Van Sant,"director,producer,writer",1952,alive,6.8,49329.0,5.274661930381416,20000000,21284514,27688744
The Limey,1999-10-08,"Crime,Drama,Mystery",89.0,Steven Soderbergh,"producer,director,cinematographer",1963,alive,6.9,33247.0,5.153869886379128,10000000,3193102,6030047
Maleficent,2014-05-28,"Adventure,Family,Fantasy",97.0,Robert Stromberg,"visual_effects,director,producer",\N,alive,6.9,380737.0,6.391638150943009,180000000,241407328,758536735
Stone,2010-10-08,"Drama,Thriller",105.0,John Curran,"director,writer,producer",1960,alive,5.4,42001.0,4.09766671727105,22000000,1810078,4065020
My Life Without Me,2003-09-26,"Drama,Romance",106.0,Isabel Coixet,"director,writer,producer",1960,alive,7.4,25282.0,5.387780436511101,2500000,432360,12267275
Killer Elite,2011-09-23,"Action,Crime,Thriller",116.0,Gary McKendry,"director,writer",\N,alive,6.4,131832.0,5.419516359513953,70000000,25124986,65409046
Back to the Future,1985-07-03,"Adventure,Comedy,Sci-Fi",116.0,Robert Zemeckis,"producer,writer,director",1952,alive,8.5,1214789.0,8.629912220406062,19000000,212259762,385510132
Atonement,2007-12-07,"Drama,Mystery,Romance",123.0,Joe Wright,"director,producer,miscellaneous",1972,alive,7.8,282555.0,7.071371975859714,30000000,50980159,129779728
Beavis and Butt-Head Do America,1996-12-20,"Adventure,Animation,Comedy",81.0,-,-,-,-,6.8,58256.0,5.357881078344247,12000000,63118386,63118386
The 355,2022-01-06,"Action,Thriller",122.0,Simon Kinberg,"producer,writer,script_department",1973,alive,5.5,31088.0,4.0542391211804985,75000000,14570455,18902798
Shazam!,2019-04-03,"Action,Adventure,Comedy",132.0,David F. Sandberg,"director,writer,producer",1981,alive,7.0,344655.0,6.434902654732012,85000000,140371656,363563907
Next Day Air,2009-05-08,"Action,Comedy,Crime",84.0,Benny Boom,"director,producer,writer",\N,alive,5.7,10818.0,3.763759906174719,3000000,10027047,10172519
Spaced Invaders,1990-04-27,"Adventure,Comedy,Sci-Fi",100.0,Patrick Read Johnson,"writer,director,visual_effects",1962,alive,5.3,3781.0,3.080462974974088,3000000,15000000,15000000
Rat Race,2001-08-17,"Action,Adventure,Comedy",112.0,Jerry Zucker,"producer,writer,director",1950,alive,6.4,118294.0,5.368493932553853,48000000,56607223,86607223
Minari,2020-12-11,Drama,115.0,Lee Isaac Chung,"director,cinematographer,writer",1978,alive,7.4,83720.0,6.039703667708207,2000000,2964816,15474659
Gifted,2017-04-07,Drama,101.0,Marc Webb,"producer,director,writer",1974,alive,7.6,119330.0,6.4046802678955,7000000,24801212,36964656
Tower Heist,2011-11-04,"Action,Comedy,Crime",104.0,Brett Ratner,"producer,director,music_department",1969,alive,6.2,146364.0,5.293737275676471,85000000,78046570,150422946
Escape from the Planet of the Apes,1971-01-01,"Action,Sci-Fi",98.0,Don Taylor,"director,actor,writer",1920,1998,6.3,36281.0,4.7347232185434365,2500000,12300000,12300000
Firestarter,1984-05-11,"Action,Horror,Sci-Fi",114.0,Mark L. Lester,"producer,director,writer",1946,alive,6.0,35127.0,4.488713139687867,15000000,15136870,15136870
Another Happy Day,2011-11-18,"Comedy,Drama",119.0,Sam Levinson,"producer,writer,director",1985,alive,6.0,4377.0,3.569345280555252,4000000,9120,978527
Perfume: The Story of a Murderer,2006-12-27,"Crime,Drama,Fantasy",147.0,Tom Tykwer,"composer,producer,writer",1965,alive,7.5,254214.0,6.73600090213604,63700000,2223293,133603463
Dream House,2011-09-30,"Drama,Mystery,Thriller",92.0,Jim Sheridan,"producer,director,writer",1949,alive,6.0,67533.0,4.777265681404281,50000000,21302340,41642166
The Little Prince,2015-07-29,"Adventure,Animation,Drama",108.0,Mark Osborne,"director,producer,writer",1970,alive,7.7,63266.0,6.131199466528486,77500000,1311213,102028919
Mike and Dave Need Wedding Dates,2016-07-07,"Comedy,Romance",98.0,Jake Szymanski,"director,assistant_director,producer",\N,alive,6.0,90901.0,4.908444768562315,33000000,46009673,75898100
Jakob the Liar,1999-09-24,"Drama,War",120.0,Peter Kassovitz,"director,writer,actor",1938,alive,6.5,17505.0,4.5406733338979794,15000000,4956401,4956401
Bulworth,1998-05-15,"Comedy,Drama,Romance",108.0,Warren Beatty,"actor,soundtrack,producer",1937,alive,6.8,26563.0,4.964973196140327,30000000,26528684,29203383
Trespass,2011-10-14,"Crime,Drama,Thriller",91.0,Joel Schumacher,"director,writer,producer",1939,2020,5.3,43982.0,4.0373142713837575,35000000,16816,786532
Searching,2018-08-23,"Drama,Horror,Mystery",102.0,Aneesh Chaganty,"writer,director,producer",\N,alive,7.6,166113.0,6.589640257506735,880000,26015149,75636047
Barbershop,2002-09-13,"Comedy,Drama",102.0,Tim Story,"director,producer,actor",1970,alive,6.3,32008.0,4.676639917458499,12000000,75781642,77063461
Breakdown,1997-05-02,"Crime,Drama,Mystery",93.0,Jonathan Mostow,"director,producer,writer",1961,alive,7.0,56528.0,5.503835197150595,36000000,50159144,50159144
Sicario,2015-09-17,"Action,Crime,Drama",121.0,Denis Villeneuve,"director,writer,editor",1967,alive,7.6,436698.0,7.130119933129916,30000000,46889293,84264182
Harry Potter and the Goblet of Fire,2005-11-18,"Adventure,Family,Fantasy",157.0,Mike Newell,"director,producer,writer",1942,alive,7.7,634392.0,7.437227804307983,150000000,290201752,886742787
Firewall,2006-02-10,"Action,Crime,Thriller",105.0,Richard Loncraine,"director,writer,actor",1946,alive,5.8,58405.0,4.551660848832715,50000000,48751189,82751189
Rise of the Guardians,2012-11-20,"Action,Adventure,Animation",97.0,Peter Ramsey,"art_department,director,producer",1962,alive,7.2,179749.0,6.277671638600805,145000000,103412758,306941670
The Corruptor,1999-03-12,"Action,Crime,Thriller",110.0,James Foley,"director,writer,producer",1953,alive,6.0,18662.0,4.209504167563464,10000000,15164492,15164492
Chernobyl Diaries,2012-05-24,"Horror,Mystery,Thriller",86.0,Bradley Parker,"visual_effects,director,assistant_director",\N,alive,5.0,66919.0,3.955723288274548,1000000,18119640,42411721
Eraserhead,1977-01-01,"Fantasy,Horror",89.0,David Lynch,"writer,director,producer",1946,alive,7.3,118933.0,6.144870314417474,100000,7000000,7097971
Redacted,2007-11-16,"Crime,Thriller,War",90.0,Brian De Palma,"director,writer,producer",1940,alive,6.1,10948.0,4.042495739861126,5000000,65388,861325
Broken Flowers,2005-08-05,"Comedy,Drama,Mystery",106.0,Jim Jarmusch,"director,writer,actor",1953,alive,7.2,103998.0,5.987802948884652,10000000,13744960,40744960
Spirit: Stallion of the Cimarron,2002-05-24,"Adventure,Animation,Drama",83.0,-,-,-,-,7.2,78229.0,5.836969219373169,80000000,73215310,106515310
Action Jackson,1988-02-12,"Action,Comedy,Crime",96.0,Craig R. Baxley,"stunts,assistant_director,director",\N,alive,5.5,11544.0,3.653357228351184,7000000,20257000,20257000
Ravenous,1999-03-19,"Adventure,Horror,Western",101.0,Antonia Bird,"director,producer",1951,2013,6.9,40891.0,5.25892950588058,12000000,2062406,2062406
Chariots of Fire,1981-09-25,"Biography,Drama,Sport",125.0,Hugh Hudson,"director,producer,writer",1936,alive,7.1,62047.0,5.633007849974367,5500000,61558162,61910507
Jawbreaker,1999-02-19,"Comedy,Crime,Thriller",86.0,Darren Stein,"director,writer,producer",1971,alive,5.6,27191.0,4.075165123838892,3000000,3076820,3076820
Jack Ryan: Shadow Recruit,2014-01-17,"Action,Drama,Thriller",105.0,Kenneth Branagh,"actor,producer,director",1960,alive,6.2,133885.0,5.253085873950011,60000000,50577412,131377412
The Way of the Gun,2000-09-08,"Action,Crime,Drama",119.0,Christopher McQuarrie,"writer,producer,director",1968,alive,6.6,34021.0,4.935232124553994,9000000,6047856,13061935
When the Bough Breaks,2016-09-08,"Drama,Thriller",107.0,Jon Cassar,"producer,director,camera_department",1958,alive,5.2,7383.0,3.2758800229455924,10000000,29747603,30768449
Sea of Love,1989-09-15,"Crime,Drama,Mystery",113.0,Harold Becker,"director,producer,cinematographer",1928,alive,6.8,41639.0,5.189871823310712,19000000,58571513,110879513
What's the Worst That Could Happen?,2001-06-01,"Comedy,Crime",94.0,Sam Weisman,"director,actor,producer",1947,alive,5.4,16115.0,3.717070704926468,30000000,32267774,38462071
We Are Your Friends,2015-08-26,"Drama,Music,Romance",96.0,Max Joseph,"writer,director,editor",\N,alive,6.1,39309.0,4.61620564924772,2000000,3591417,10153415
Rush,2013-09-13,"Action,Biography,Drama",123.0,Ron Howard,"producer,actor,writer",1954,alive,8.1,484171.0,7.6693803954068756,38000000,26947624,98159204
Grown Ups,2010-06-25,Comedy,102.0,Dennis Dugan,"actor,director,producer",1946,alive,5.9,256187.0,5.274219949213487,75000000,162001186,272222420
The Legend of Zorro,2005-10-28,"Action,Adventure,Romance",129.0,Martin Campbell,"director,producer,actor",1943,alive,5.9,103660.0,4.881456297453147,80000000,45575336,141475336
Summer Catch,2001-08-24,"Comedy,Drama,Romance",104.0,Michael Tollin,"producer,writer,director",1955,alive,5.0,16213.0,3.4341974149975263,17000000,19693891,19693891
Hostage,2005-03-11,"Crime,Drama,Thriller",105.0,Constantine Giannaris,"director,writer,actor",1959,alive,6.0,576.0,2.674078562107692,75000000,34636443,77636443
Sidewalks of New York,2001-11-21,"Comedy,Romance",108.0,Edward Burns,"actor,writer,producer",1968,alive,6.4,6791.0,4.022917309097462,1000000,2402459,3575308
Godzilla,2014-05-14,"Action,Adventure,Sci-Fi",123.0,Gareth Edwards,"visual_effects,director,writer",1975,alive,6.4,418010.0,5.9629017545942045,160000000,200676069,529076069
Resident Evil: Apocalypse,2004-09-10,"Action,Horror,Sci-Fi",94.0,Alexander Witt,"camera_department,assistant_director,director",1952,alive,6.1,202225.0,5.351320740830356,50000000,50740078,125168734
Owning Mahowny,2003-05-02,"Crime,Drama,Thriller",104.0,Richard Kwietniowski,"director,producer,writer",1957,alive,7.0,13661.0,4.772400342720814,10000000,1011054,1147871
Hope Springs,2012-08-08,"Comedy,Drama,Romance",100.0,David Frankel,"producer,director,writer",1959,alive,6.3,43077.0,4.814307830477934,30000000,63536011,133085295
Jerry Maguire,1996-12-13,"Comedy,Drama,Romance",139.0,Cameron Crowe,"writer,producer,director",1957,alive,7.3,271032.0,6.587265534791326,50000000,153952592,273552592
Annabelle,2014-10-03,"Horror,Mystery,Thriller",99.0,John R. Leonetti,"cinematographer,camera_department,director",1956,alive,5.4,162571.0,4.635388518846503,6500000,84273813,256857527
Jason Bourne,2016-07-20,"Action,Thriller",123.0,Paul Greengrass,"director,producer,writer",1955,alive,6.6,230479.0,5.8642648558977495,120000000,162192920,416168316
My Big Fat Greek Wedding,2002-04-19,"Comedy,Drama,Romance",95.0,Joel Zwick,"director,producer,actor",1942,alive,6.6,134683.0,5.603385452141079,5000000,241438208,374890034
Terminator: Dark Fate,2019-10-25,"Action,Adventure,Sci-Fi",128.0,Tim Miller,"producer,writer,director",1964,alive,6.2,180934.0,5.390460647871416,185000000,62253077,250367666
The Apparition,2012-08-23,"Horror,Thriller",83.0,Todd Lincoln,"director,writer,producer",1976,alive,4.1,20176.0,2.858279349296549,17000000,4936819,10637281
Rango,2011-03-04,"Action,Adventure,Animation",107.0,Gore Verbinski,"director,producer,writer",1964,alive,7.2,270973.0,6.49510781564567,135000000,123477607,245724600
Indiana Jones and the Temple of Doom,1984-05-23,"Action,Adventure",118.0,Steven Spielberg,"producer,writer,director",1946,alive,7.5,494280.0,7.10291571494209,28000000,179880271,333080271
Young Sherlock Holmes,1985-12-04,"Adventure,Fantasy,Mystery",109.0,Barry Levinson,"producer,writer,director",1942,alive,6.8,21928.0,4.869036169659377,18000000,19739000,19739000
The Fast and the Furious,2001-06-22,"Action,Crime,Thriller",106.0,Rob Cohen,"producer,director,actor",1949,alive,6.8,390287.0,6.309489605655959,38000000,144512310,206458372
Rapa Nui,1994-09-11,"Action,Adventure,Drama",107.0,Kevin Reynolds,"director,writer,assistant_director",1952,alive,6.4,5056.0,3.883996907274811,20000000,305070,305070
Trance,2013-03-27,"Crime,Drama,Mystery",101.0,Danny Boyle,"director,producer,actor",1956,alive,6.9,115098.0,5.78430207176532,16000000,2322593,22594052
Ace Ventura: When Nature Calls,1995-11-10,"Adventure,Comedy,Crime",90.0,Steve Oedekerk,"writer,producer,actor",1961,alive,6.4,221529.0,5.66391523220651,30000000,108360063,212400000
Gladiator,2000-05-04,"Action,Adventure,Drama",155.0,Ridley Scott,"producer,director,production_designer",1937,alive,8.5,1510184.0,8.766034930786695,103000000,187683805,456435588
Hotel Transylvania 3: Summer Vacation,2018-06-22,"Adventure,Animation,Comedy",97.0,Genndy Tartakovsky,"producer,writer,director",1970,alive,6.3,76505.0,5.080540157752305,65000000,167500092,527706567
The Verdict,1982-12-08,Drama,129.0,Sidney Lumet,"director,producer,writer",1924,2011,7.7,41852.0,5.8971051927317895,16000000,53977250,53977250
The Waterboy,1998-11-06,"Comedy,Sport",90.0,Frank Coraci,"director,actor,writer",1966,alive,6.1,167794.0,5.267553446782516,23000000,161491646,190191646
The Counselor,2013-10-25,"Crime,Drama,Thriller",117.0,Ridley Scott,"producer,director,production_designer",1937,alive,5.4,102642.0,4.452680570849873,25000000,16973715,71009334
The Saint,1997-04-04,"Action,Adventure,Romance",116.0,Phillip Noyce,"producer,director,writer",1950,alive,6.2,69781.0,4.955839491446427,90000000,61363304,169400000
One Hour Photo,2002-08-21,"Drama,Thriller",96.0,Mark Romanek,"director,producer,writer",1959,alive,6.8,125387.0,5.741398150302563,12000000,31597131,52223306
The Mule,2018-12-14,"Crime,Drama,Thriller",116.0,Clint Eastwood,"actor,producer,director",1930,alive,7.0,140226.0,5.971745977072053,50000000,103804407,173453994
Star Trek: The Motion Picture,1979-12-07,"Adventure,Mystery,Sci-Fi",131.0,Robert Wise,"director,producer,editor",1914,2005,6.4,91850.0,5.2493534880442185,35000000,82258456,139000000
Because I Said So,2007-02-02,"Comedy,Romance",102.0,Michael Lehmann,"director,producer,miscellaneous",1957,alive,5.5,39034.0,4.146344947554571,39000000,42674040,69538833
The Hunt for Red October,1990-03-02,"Action,Adventure,Thriller",135.0,John McTiernan,"director,producer,writer",1951,alive,7.5,204166.0,6.615019690092671,30000000,120709866,200500000
The Amazing Spider-Man,2012-06-27,"Action,Adventure,Sci-Fi",136.0,Marc Webb,"producer,director,writer",1974,alive,6.9,662352.0,6.672728072135562,220000000,262030663,757890267
Small Soldiers,1998-07-10,"Action,Adventure,Comedy",108.0,Joe Dante,"director,producer,miscellaneous",1946,alive,6.2,101247.0,5.125624926452098,40000000,55143823,71743823
Not Easily Broken,2009-01-09,"Drama,Romance",99.0,Bill Duke,"actor,director,producer",1943,alive,6.0,3069.0,3.4126251217728902,5000000,10572742,10732909
Waltz with Bashir,2008-12-25,"Animation,Biography,Documentary",90.0,Ari Folman,"writer,director,soundtrack",1962,alive,8.0,58500.0,6.329113576254026,2000000,2283849,13912289
The Scarlet Letter,1995-10-13,"Drama,Romance,Western",135.0,Roland Joffé,"producer,director,writer",1945,alive,5.3,15703.0,3.635695625094354,50000000,10359006,10359006
Hancock,2008-07-01,"Action,Drama,Fantasy",92.0,Peter Berg,"producer,actor,writer",1964,alive,6.4,488291.0,6.036079515305479,150000000,227946274,624234272
Atlas Shrugged: Who Is John Galt?,2014-09-12,"Drama,Mystery,Sci-Fi",99.0,James Manera,"director,producer,writer",\N,alive,4.3,3619.0,2.4605159556627605,5000000,851690,851690
My Super Ex-Girlfriend,2006-07-21,"Comedy,Romance,Sci-Fi",96.0,Ivan Reitman,"producer,miscellaneous,director",1946,2022,5.2,65228.0,4.109433312090977,30000000,22530295,60772856
Phantom Thread,2017-12-25,"Drama,Romance",130.0,Paul Thomas Anderson,"director,writer,producer",1970,alive,7.4,135339.0,6.301208387779611,35000000,21198205,47740743
Twin Falls Idaho,1999-07-30,Drama,111.0,Michael Polish,"director,producer,writer",1970,alive,7.1,5165.0,4.334369996396763,500000,985341,1027228
Dum Maaro Dum,2011-04-22,"Action,Crime,Drama",128.0,Rohan Sippy,"director,producer,writer",\N,alive,6.2,4101.0,3.663006449695799,5200000,564489,11633427
The Adventures of Ford Fairlane,1990-07-11,"Action,Adventure,Comedy",104.0,Renny Harlin,"producer,director,writer",1959,alive,6.4,18526.0,4.495482246098347,49000000,20423389,20423389
Trapeze,1956-05-30,"Drama,Romance",105.0,Carol Reed,"director,producer,assistant_director",1906,1976,6.8,4868.0,4.116028006202197,4000000,14400000,14400000
Summerland,2020-06-24,"Drama,Romance,War",99.0,Jessica Swale,"director,writer,assistant_director",\N,alive,7.0,7746.0,4.480191006309711,1100000,58434,1414596
Green Lantern,2011-06-17,"Action,Adventure,Sci-Fi",114.0,Martin Campbell,"director,producer,actor",1943,alive,5.5,287768.0,4.954749009374178,200000000,116601172,219535492
Sonic the Hedgehog 2,2022-03-30,"Action,Adventure,Comedy",122.0,Jeff Fowler,"animation_department,director,writer",1978,alive,6.5,69621.0,5.200919187754329,90000000,190872904,402407997
Mortal Kombat,1995-08-18,"Action,Adventure,Fantasy",101.0,Paul W.S. Anderson,"writer,director,producer",1965,alive,5.8,119670.0,4.857773824704826,20000000,70433227,122133227
Back to the Future Part III,1990-05-24,"Adventure,Comedy,Sci-Fi",118.0,Robert Zemeckis,"producer,writer,director",1952,alive,7.4,452725.0,6.958639832661266,40000000,88055283,244087259
The Bone Collector,1999-11-05,"Crime,Drama,Mystery",118.0,Phillip Noyce,"producer,director,writer",1950,alive,6.7,173368.0,5.814749678726661,48000000,66488090,151463090
Overcomer,2019-08-22,"Drama,Family,Sport",119.0,Alex Kendrick,"actor,writer,producer",1970,alive,6.6,5141.0,4.017587292342292,5000000,34700142,38102988
Battleship,2012-04-11,"Action,Adventure,Sci-Fi",131.0,Peter Berg,"producer,actor,writer",1964,alive,5.8,250264.0,5.172610109412092,220000000,65233400,313477717
Torque,2004-01-16,"Action,Comedy,Crime",84.0,Joseph Kahn,"director,cinematographer,editor",1972,alive,4.1,28629.0,2.9638374152573155,40000000,21176322,46176322
Here Comes the Boom,2012-10-10,"Action,Comedy,Sport",105.0,Frank Coraci,"director,actor,writer",1966,alive,6.4,92634.0,5.2533557064576,42000000,45290318,73239258
The Second Best Exotic Marigold Hotel,2015-02-26,"Comedy,Drama,Romance",122.0,John Madden,"director,producer,writer",1949,alive,6.5,34421.0,4.864048532655897,10000000,33078266,89400862
All the King's Men,2006-09-22,"Drama,Thriller",128.0,Steven Zaillian,"writer,producer,director",1953,alive,6.1,24930.0,4.411826700142541,55000000,7221458,9521458
The Batman,2022-03-01,"Action,Crime,Drama",176.0,Matt Reeves,"producer,writer,director",1966,alive,7.8,666559.0,7.563912548419399,200000000,369345583,767531825
Transcendence,2014-04-18,"Action,Drama,Sci-Fi",119.0,Wally Pfister,"cinematographer,camera_department,director",1961,alive,6.2,231518.0,5.502917010326085,100000000,23022309,103039258
Anaconda,1997-04-11,"Action,Adventure,Horror",89.0,Luis Llosa,"producer,writer,director",1951,alive,4.8,106453.0,3.956165579935909,45000000,65598907,136998907
Shaft,2019-06-14,"Action,Comedy,Crime",111.0,Tim Story,"director,producer,actor",1970,alive,6.4,54888.0,5.006914917492043,30000000,21360215,21360215
The Alamo,2004-04-09,"Drama,History,War",137.0,John Lee Hancock,"writer,director,producer",1956,alive,6.0,21399.0,4.269918808299514,92000000,22406362,23911362
The Young Victoria,2009-12-18,"Biography,Drama,History",105.0,Jean-Marc Vallée,"director,editor,producer",1963,2021,7.2,63170.0,5.723704873865683,35000000,11001272,31878891
K-PAX,2001-08-13,"Drama,Mystery,Sci-Fi",120.0,Iain Softley,"director,writer,producer",1958,alive,7.4,186214.0,6.47495172600949,48000000,50315140,64978140
Volver,2006-07-06,"Comedy,Drama",121.0,Pedro Almodóvar,"writer,director,soundtrack",1949,alive,7.6,103403.0,6.324574144751524,9400000,12899867,87226613
Shaun of the Dead,2004-09-24,"Comedy,Horror",99.0,Edgar Wright,"director,writer,actor",1974,alive,7.9,563661.0,7.565115556572888,5000000,13542874,29832586
Zookeeper,2011-07-08,"Comedy,Family,Fantasy",102.0,Frank Coraci,"director,actor,writer",1966,alive,5.2,62430.0,4.09265943649735,80000000,80360866,170805525
Born to Fly: Elizabeth Streb vs. Gravity,2014-09-10,"Action,Biography,Documentary",82.0,Catherine Gund,"producer,director,cinematographer",\N,alive,6.7,71.0,1.9694726050721327,500000,1822,1822
The Lighthouse,2019-10-18,"Drama,Fantasy,Mystery",109.0,Robert Eggers,"production_designer,director,writer",1983,alive,7.4,222585.0,6.572089432846574,4000000,10867104,18262307
Beautiful Boy,2018-10-12,"Biography,Drama",120.0,Felix van Groeningen,"director,writer,assistant_director",1977,alive,7.3,81665.0,5.942956408244784,25000000,7634767,13314562
Man of Steel,2013-06-14,"Action,Adventure,Sci-Fi",143.0,Zack Snyder,"director,producer,writer",1966,alive,7.1,776933.0,6.953311491757371,225000000,291045518,667999518
Fantastic Mr. Fox,2009-10-23,"Adventure,Animation,Comedy",87.0,Wes Anderson,"writer,director,producer",1969,alive,7.9,237391.0,7.0624886735580015,40000000,21002919,46458811
Howards End,1992-03-13,"Drama,Romance",142.0,James Ivory,"director,writer,producer",1928,alive,7.4,33409.0,5.539538019375287,8000000,26124872,26342441
How to Train Your Dragon 2,2014-06-05,"Action,Adventure,Animation",102.0,Dean DeBlois,"writer,art_department,animation_department",1970,alive,7.8,340661.0,7.178697006512547,145000000,177002924,614586270
Mulan,1998-06-19,"Adventure,Animation,Comedy",87.0,-,-,-,-,7.6,292941.0,6.90685946437516,90000000,120620254,303500000
What's Your Number?,2011-09-30,"Comedy,Romance",106.0,Mark Mylod,"director,producer,miscellaneous",\N,alive,6.0,82336.0,4.864757685941875,20000000,14011084,30163785
Contagion,2011-09-09,"Drama,Thriller",106.0,Steven Soderbergh,"producer,director,cinematographer",1963,alive,6.8,306227.0,6.188136398355104,60000000,75658097,137551591
A Thousand Words,2012-03-09,"Comedy,Drama,Fantasy",91.0,Brian Robbins,"producer,actor,writer",1963,alive,5.8,43354.0,4.424492570316464,40000000,18450127,20790486
Long Shot,2019-05-01,"Comedy,Romance",125.0,Jonathan Levine,"producer,director,writer",\N,alive,6.8,113152.0,5.690029800238588,40000000,30316271,53624424
"20,000 Leagues Under the Sea",1954-12-23,"Adventure,Drama,Family",127.0,Richard Fleischer,"director,producer,writer",1916,2006,7.2,34770.0,5.407410178529397,5000000,28200000,28200000
The Longest Ride,2015-04-09,"Comedy,Drama,Romance",123.0,George Tillman Jr.,"producer,director,writer",1969,alive,7.0,84521.0,5.711011453670726,34000000,37446117,63802928
The Hills Have Eyes,2006-03-10,"Horror,Thriller",107.0,Alexandre Aja,"director,producer,writer",1978,alive,6.4,174292.0,5.550987957077815,17000000,41778863,70355813
Swept Away,2002-10-11,"Comedy,Romance",89.0,Guy Ritchie,"writer,director,producer",1968,alive,3.6,17090.0,2.449663451683868,10000000,598645,611032
The Divergent Series: Insurgent,2015-03-18,"Action,Adventure,Sci-Fi",119.0,Robert Schwentke,"director,writer,soundtrack",1968,alive,6.2,241598.0,5.522357676947657,110000000,130179072,295075882
Escape from Alcatraz,1979-06-22,"Action,Biography,Crime",112.0,Don Siegel,"director,producer,editorial_department",1912,1991,7.6,139317.0,6.49127297210422,8000000,43000000,43000000
Cheaper by the Dozen 2,2005-12-21,"Adventure,Comedy,Family",94.0,Adam Shankman,"producer,miscellaneous,director",1964,alive,5.5,60082.0,4.320866902438436,60000000,82571173,135015330
